pl_name,hostname,default_flag,disc_year,disc_facility,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim
TOI-4308 b,TOI-4308,1,2023,Transiting Exoplanet Survey Satellite (TESS),9.15120100,0.00003600,-0.00003700,0,,,,,2.419,0.119,-0.133,0,,,,,,,,,,,,,763,,,0,,5243.00,126.00,-126.00,0,0.79,0.05,-0.05,0,0.90,0.11,-0.11,0,,,,,,4.59,0.09,-0.09,0
TOI-4342 b,TOI-4342,1,2023,Transiting Exoplanet Survey Satellite (TESS),5.53824980,0.00000570,-0.00000580,0,0.052510,0.000110,-0.000110,0,2.266,0.038,-0.038,0,,,,,,,,,26.90,1.10,-1.00,0,634,6,-6,0,M0 V,3901.00,69.00,-69.00,0,0.60,0.01,-0.01,0,0.63,0.01,-0.01,0,,,,,,4.69,0.01,-0.01,0
TOI-4342 b,TOI-4342,0,2023,Transiting Exoplanet Survey Satellite (TESS),5.53832900,0.00003803,-0.00003803,0,,,,,2.272,1.117,-1.117,0,,,,,,,,,27.68,,,0,585,,,0,,3883.00,157.00,-157.00,0,0.60,0.02,-0.02,0,,,,,,,,,,4.65,0.01,-0.01,0
TOI-4342 c,TOI-4342,1,2023,Transiting Exoplanet Survey Satellite (TESS),10.68871600,0.00001500,-0.00001500,0,0.081400,0.000170,-0.000170,0,2.415,0.043,-0.040,0,,,,,,,,,11.18,0.45,-0.44,0,509,5,-5,0,M0 V,3901.00,69.00,-69.00,0,0.60,0.01,-0.01,0,0.63,0.01,-0.01,0,,,,,,4.69,0.01,-0.01,0
TOI-4342 c,TOI-4342,0,2023,Transiting Exoplanet Survey Satellite (TESS),10.68860835,0.00011466,-0.00011466,0,,,,,2.464,0.497,-0.497,0,,,,,,,,,11.52,,,0,470,,,0,,3883.00,157.00,-157.00,0,0.60,0.02,-0.02,0,,,,,,,,,,4.65,0.01,-0.01,0
TOI-4377 b,TOI-4377,0,2023,Transiting Exoplanet Survey Satellite (TESS),4.37716023,0.00048978,-0.00048978,0,,,,,13.943,0.799,-0.799,0,,,,,,,,,431.10,,,0,1162,,,0,,4913.00,122.00,-122.00,0,3.41,,,0,,,,,,,,,,,,,
TOI-4377 b,TOI-4377,1,2023,Transiting Exoplanet Survey Satellite (TESS),4.37808100,0.00001900,-0.00001900,0,0.057900,0.001000,-0.001100,0,15.110,0.908,-0.908,0,304.16179,28.28673,-27.65107,0,0.045000,0.053000,-0.032000,0,,,,,,,,,,4974.00,57.00,-57.00,0,3.52,0.15,-0.14,0,1.36,0.08,-0.07,0,0.205,0.038,-0.038,0,[Fe/H],3.39,0.16,-0.16,0
TOI-4406 b,TOI-4406,1,2023,Transiting Exoplanet Survey Satellite (TESS),30.08364000,0.00005000,-0.00005000,0,0.201000,0.005000,-0.005000,0,11.209,0.224,-0.224,0,95.34852,9.53485,-9.53485,0,0.150000,0.050000,-0.040000,0,,,,,904,16,-17,0,,6219.00,70.00,-70.00,0,1.29,0.01,-0.01,0,1.19,0.03,-0.03,0,0.100,0.050,-0.050,0,[Fe/H],4.29,0.02,-0.02,0
TOI-4406 b,TOI-4406,0,2023,Transiting Exoplanet Survey Satellite (TESS),30.08177967,0.00227496,-0.00227496,0,,,,,12.016,0.676,-0.676,0,,,,,,,,,58.01,,,0,704,,,0,,5906.50,126.21,-126.21,0,1.41,0.07,-0.07,0,,,,,,,,,,4.17,0.08,-0.08,0
TOI-444 b,TOI-444,0,2023,Transiting Exoplanet Survey Satellite (TESS),17.96350827,0.00009305,-0.00009305,0,,,,,3.297,0.262,-0.262,0,,,,,,,,,23.47,,,0,561,,,0,,5229.00,183.00,-183.00,0,0.79,0.05,-0.05,0,,,,,,,,,,4.55,0.42,-0.42,0
TOI-444 b,TOI-444,1,2023,Transiting Exoplanet Survey Satellite (TESS),17.96360000,0.00004000,-0.00004000,0,0.133000,0.006000,-0.006000,0,2.770,0.200,-0.200,0,,,,,,,,,,,,,609,61,-61,0,K1/2 V,5225.00,70.00,-70.00,0,0.78,0.05,-0.05,0,0.96,0.13,-0.13,0,0.080,0.080,-0.080,0,[Fe/H],4.64,0.10,-0.10,0
TOI-4463 A b,TOI-4463 A,1,2023,Transiting Exoplanet Survey Satellite (TESS),2.88071980,0.00000280,-0.00000270,0,0.040360,0.000740,-0.000820,0,13.260,0.717,-0.504,0,252.35576,12.39531,-12.71314,0,0.000000,,,0,633.00,46.00,-38.00,0,1395,25,-22,0,,5640.00,89.00,-82.00,0,1.06,0.03,-0.02,0,1.06,0.06,-0.06,0,0.250,0.085,-0.085,0,[Fe/H],4.41,0.03,-0.03,0
TOI-4463 A b,TOI-4463 A,0,2023,Transiting Exoplanet Survey Satellite (TESS),2.88069000,0.00003140,-0.00003140,0,,,,,22.430,2.752,-2.752,0,,,,,,,,,678.49,,,0,1421,,,0,,5541.00,139.80,-139.80,0,1.09,0.06,-0.06,0,,,,,,,,,,4.36,0.08,-0.08,0
TOI-4551 b,TOI-4551,1,2023,Transiting Exoplanet Survey Satellite (TESS),9.95581000,0.00007600,-0.00007800,0,0.099400,0.003000,-0.003200,0,11.859,1.233,-0.695,0,473.56433,41.31769,-41.31769,0,0.101000,0.034000,-0.033000,0,,,,,,,,,,4896.00,110.00,-110.00,0,3.55,0.18,-0.15,0,1.31,0.07,-0.18,0,0.230,0.060,-0.060,0,[Fe/H],3.48,0.10,-0.10,0
TOI-4551 b,TOI-4551,0,2023,Transiting Exoplanet Survey Satellite (TESS),9.95629600,0.00025400,-0.00025400,0,,,,,8.324,,,0,,,,,,,,,1247.74,,,0,1655,,,0,,4956.00,122.00,-122.00,0,3.38,,,0,,,,,,,,,,,,,
TOI-4562 b,TOI-4562,0,2023,Transiting Exoplanet Survey Satellite (TESS),225.10378855,0.00034690,-0.00034690,0,,,,,13.208,0.669,-0.669,0,,,,,,,,,3.20,,,0,341,,,0,,5965.99,109.14,-109.14,0,1.25,0.05,-0.05,0,,,,,,,,,,4.28,0.07,-0.07,0
TOI-4562 b,TOI-4562,1,2023,Transiting Exoplanet Survey Satellite (TESS),225.11781000,0.00025000,-0.00022000,0,0.768000,0.005000,-0.005000,0,12.530,0.150,-0.150,0,732.00000,152.00000,-149.00000,0,0.760000,0.020000,-0.020000,0,,,,,318,4,-4,0,F7 V,6096.00,32.00,-32.00,0,1.15,0.05,-0.05,0,1.19,0.06,-0.06,0,0.080,0.060,-0.060,0,[M/H],4.39,0.01,-0.01,0
TOI-4582 b,TOI-4582,1,2023,Transiting Exoplanet Survey Satellite (TESS),31.03400000,0.00100000,-0.00100000,0,,,,,10.536,1.009,-1.345,0,168.44906,15.89142,-15.89142,0,0.510000,0.050000,-0.050000,0,,,,,,,,,,5190.00,100.00,-100.00,0,2.50,0.10,-0.10,0,1.34,0.06,-0.06,0,0.170,0.060,-0.060,0,[Fe/H],3.77,0.04,-0.04,0
TOI-4582 b,TOI-4582,0,2023,Transiting Exoplanet Survey Satellite (TESS),31.03455760,0.00015930,-0.00015930,0,,,,,8.900,,,0,,,,,,,,,73.29,,,0,815,,,0,,5234.00,122.00,-122.00,0,2.57,,,0,,,,,,,,,,4.44,,,0
TOI-4600 b,TOI-4600,1,2023,Transiting Exoplanet Survey Satellite (TESS),82.68690000,0.00030000,-0.00030000,0,0.349000,0.021000,-0.021000,0,6.800,0.310,-0.300,0,959.84179,,,1,0.250000,0.330000,-0.170000,0,,,,,347,12,-11,0,K V,5170.00,120.00,-120.00,0,0.81,0.03,-0.03,0,0.89,0.05,-0.05,0,0.160,0.080,-0.080,0,[Fe/H],4.57,0.02,-0.02,0
TOI-4600 b,TOI-4600,0,2023,Transiting Exoplanet Survey Satellite (TESS),82.68768780,0.00044520,-0.00044520,0,,,,,6.824,0.479,-0.479,0,,,,,,,,,3.32,,,0,344,,,0,,5073.00,123.90,-123.90,0,0.83,0.05,-0.05,0,,,,,,,,,,4.53,0.08,-0.08,0
TOI-4600 c,TOI-4600,0,2023,Transiting Exoplanet Survey Satellite (TESS),,,,,,,,,6.909,0.550,-0.550,0,,,,,,,,,48.39,,,0,673,,,0,,5073.00,123.90,-123.90,0,0.83,0.05,-0.05,0,,,,,,,,,,4.53,0.08,-0.08,0
TOI-4600 c,TOI-4600,1,2023,Transiting Exoplanet Survey Satellite (TESS),482.81910000,0.00180000,-0.00170000,0,1.152000,0.068000,-0.068000,0,9.420,0.420,-0.410,0,2946.26933,,,1,0.210000,0.290000,-0.140000,0,,,,,191,6,-6,0,K V,5170.00,120.00,-120.00,0,0.81,0.03,-0.03,0,0.89,0.05,-0.05,0,0.160,0.080,-0.080,0,[Fe/H],4.57,0.02,-0.02,0
TOI-4603 b,TOI-4603,0,2023,Transiting Exoplanet Survey Satellite (TESS),7.24559970,0.00001740,-0.00001740,0,,,,,14.239,3.945,-3.945,0,,,,,,,,,1192.46,,,0,1637,,,0,,6169.10,128.70,-128.70,0,2.68,0.15,-0.15,0,,,,,,,,,,3.65,0.08,-0.08,0
TOI-4603 b,TOI-4603,1,2023,Transiting Exoplanet Survey Satellite (TESS),7.24599000,0.00022000,-0.00021000,0,0.088800,0.001000,-0.001000,0,11.680,0.426,-0.392,0,4096.80817,184.34048,-181.16219,0,0.325000,0.020000,-0.020000,0,1192.00,71.00,-68.00,0,1677,24,-24,0,F,6264.00,95.00,-94.00,0,2.74,0.05,-0.05,0,1.76,0.06,-0.06,0,0.342,0.039,-0.040,0,[Fe/H],3.81,0.02,-0.02,0
TOI-4641 b,TOI-4641,0,2023,Transiting Exoplanet Survey Satellite (TESS),22.09339218,0.00001940,-0.00001940,0,,,,,9.760,0.376,-0.376,0,,,,,,,,,192.58,,,0,950,,,0,,6798.40,109.00,-109.00,0,1.75,0.07,-0.07,0,,,,,,,,,,4.11,0.08,-0.08,0
TOI-4641 b,TOI-4641,1,2023,Transiting Exoplanet Survey Satellite (TESS),22.09341000,0.00005100,-0.00004700,0,0.173000,0.015000,-0.015000,0,8.183,0.291,-0.314,0,1229.99594,,,1,0.074000,,,1,,,,,,,,,,6560.00,300.00,-340.00,0,1.72,0.04,-0.04,0,1.41,0.07,-0.06,0,-0.090,0.110,-0.180,0,[m/H],4.11,0.69,-0.69,0
TOI-470 b,TOI-470,1,2023,Transiting Exoplanet Survey Satellite (TESS),12.19148000,0.00003000,-0.00003000,0,0.119000,0.008000,-0.008000,0,4.340,0.290,-0.290,0,,,,,,,,,,,,,660,70,-70,0,G,5190.00,90.00,-90.00,0,0.83,0.02,-0.02,0,0.87,0.09,-0.09,0,0.100,0.080,-0.080,0,[Fe/H],4.54,0.10,-0.10,0
TOI-470 b,TOI-470,0,2023,Transiting Exoplanet Survey Satellite (TESS),12.19145583,0.00004081,-0.00004081,0,,,,,4.613,0.421,-0.421,0,,,,,,,,,44.76,,,0,660,,,0,,5418.00,185.00,-185.00,0,0.84,0.05,-0.05,0,,,,,,,,,,4.57,0.30,-0.30,0
TOI-4791 b,TOI-4791,1,2023,Transiting Exoplanet Survey Satellite (TESS),4.28088000,0.00002200,-0.00002300,0,0.055500,0.001100,-0.001200,0,12.442,0.560,-0.560,0,734.18362,101.70509,-104.88337,0,0.000000,,,0,783.20,56.60,-50.00,0,1472,26,-24,0,,6058.00,99.00,-94.00,0,1.41,0.04,-0.04,0,1.24,0.07,-0.08,0,0.207,0.085,-0.089,0,[Fe/H],4.23,0.03,-0.03,0
TOI-4791 b,TOI-4791,0,2023,Transiting Exoplanet Survey Satellite (TESS),4.28097670,0.00016090,-0.00016090,0,,,,,13.011,0.672,-0.672,0,,,,,,,,,445.26,,,0,1279,,,0,,5964.00,130.50,-130.50,0,1.49,0.07,-0.07,0,,,,,,,,,,4.13,0.08,-0.08,0
TOI-4860 b,TOI-4860,0,2023,Transiting Exoplanet Survey Satellite (TESS),1.52299850,0.00007040,-0.00007040,0,,,,,8.995,0.485,-0.485,0,,,,,,,,,37.12,,,0,687,,,0,,3237.00,157.00,-157.00,0,0.35,0.01,-0.01,0,,,,,,,,,,4.87,,,0
TOI-4860 b,TOI-4860,0,2023,Transiting Exoplanet Survey Satellite (TESS),1.52275959,0.00000032,-0.00000035,0,0.018450,0.000590,-0.000590,0,8.474,0.269,-0.269,0,212.94503,44.49598,-44.49598,0,0.150000,,,1,,,,,624,30,-30,0,M4.5+/-0.5,3390.00,120.00,-120.00,0,0.35,0.01,-0.01,0,0.34,0.01,-0.01,0,0.300,0.130,-0.130,0,[Fe/H],4.88,0.03,-0.03,0
TOI-4860 b,TOI-4860,1,2023,Transiting Exoplanet Survey Satellite (TESS),1.52275910,0.00000030,-0.00000030,0,0.018080,0.000150,-0.000150,0,8.700,0.400,-0.400,0,86.70000,1.90000,-1.90000,0,0.008000,0.013000,-0.006000,0,42.50,1.90,-1.90,0,694,15,-15,0,M3.5 V,3260.00,50.00,-50.00,0,0.36,0.01,-0.01,0,0.34,0.01,-0.01,0,0.270,0.120,-0.120,0,[Fe/H],4.86,0.04,-0.04,0
TOI-5126 b,TOI-5126,1,2023,Transiting Exoplanet Survey Satellite (TESS),5.45883850,0.00000700,-0.00000720,0,0.065190,0.000870,-0.000820,0,4.740,0.160,-0.140,0,,,,,0.000000,,,0,467.00,44.00,-39.00,0,1442,46,-40,0,F V,6150.00,110.00,-130.00,0,1.24,0.03,-0.03,0,1.24,0.05,-0.05,0,0.180,0.130,-0.130,0,[Fe/H],4.22,0.05,-0.06,0
TOI-5126 b,TOI-5126,0,2023,Transiting Exoplanet Survey Satellite (TESS),5.45898630,0.00007800,-0.00007800,0,,,,,4.406,0.225,-0.225,0,,,,,,,,,402.19,,,0,1247,,,0,,6223.00,130.60,-130.60,0,1.24,0.06,-0.06,0,,,,,,,,,,4.33,0.08,-0.08,0
TOI-5126 c,TOI-5126,1,2023,Transiting Exoplanet Survey Satellite (TESS),17.89990000,0.00180000,-0.00130000,0,0.143900,0.001900,-0.001800,0,3.860,0.170,-0.160,0,,,,,0.000000,,,0,96.00,9.00,-8.00,0,971,31,-27,0,F V,6150.00,110.00,-130.00,0,1.24,0.03,-0.03,0,1.24,0.05,-0.05,0,0.180,0.130,-0.130,0,[Fe/H],4.22,0.05,-0.06,0
TOI-5126 c,TOI-5126,0,2023,Transiting Exoplanet Survey Satellite (TESS),17.90519190,0.00023750,-0.00023750,0,,,,,3.006,0.194,-0.194,0,,,,,,,,,76.57,,,0,824,,,0,,6223.00,130.60,-130.60,0,1.24,0.06,-0.06,0,,,,,,,,,,4.33,0.08,-0.08,0
TOI-5205 b,TOI-5205,1,2023,Transiting Exoplanet Survey Satellite (TESS),1.63075700,0.00000100,-0.00000100,0,0.019900,0.000200,-0.000200,0,11.600,0.300,-0.300,0,343.00000,18.00000,-17.00000,0,0.020000,0.020000,-0.014000,0,49.00,4.00,-4.00,0,737,15,-15,0,M4.0,3430.00,54.00,-54.00,0,0.39,0.01,-0.01,0,0.39,0.01,-0.01,0,0.000,,,0,[Fe/H],4.84,0.03,-0.03,0
TOI-5205 b,TOI-5205,0,2023,Transiting Exoplanet Survey Satellite (TESS),1.63065230,0.00005680,-0.00005680,0,,,,,11.113,0.429,-0.429,0,,,,,,,,,30.20,,,0,653,,,0,,3262.00,157.00,-157.00,0,0.40,0.01,-0.01,0,,,,,,,,,,4.83,,,0
TOI-5293 A b,TOI-5293 A,0,2023,Transiting Exoplanet Survey Satellite (TESS),2.93043710,0.00028220,-0.00028220,0,,,,,11.893,,,0,,,,,,,,,31.89,,,0,662,,,0,,3692.00,122.00,-122.00,0,0.50,,,0,,,,,,,,,,4.77,,,0
TOI-5293 A b,TOI-5293 A,1,2023,Transiting Exoplanet Survey Satellite (TESS),2.93028900,0.00000400,-0.00000400,0,0.034000,0.004000,-0.003000,0,11.900,0.400,-0.400,0,170.40000,21.80000,-21.90000,0,0.380000,,,1,34.60,8.60,-6.20,0,675,42,-30,0,M3+/-1,3586.00,88.00,-88.00,0,0.52,0.02,-0.01,0,0.54,0.02,-0.02,0,-0.030,0.120,-0.120,0,[Fe/H],4.77,0.05,-0.05,0
TOI-5344 b,TOI-5344,1,2023,Transiting Exoplanet Survey Satellite (TESS),3.79262200,0.00000620,-0.00000620,0,0.040410,0.000750,-0.000750,0,10.604,0.235,-0.235,0,130.94530,12.71314,-12.71314,0,0.054000,,,1,38.00,3.00,-3.00,0,689,12,-12,0,,3747.00,64.00,-64.00,0,0.59,0.01,-0.01,0,0.61,0.03,-0.03,0,0.425,0.088,-0.088,0,[Fe/H],4.69,0.01,-0.01,0
TOI-5344 b,TOI-5344,0,2023,Transiting Exoplanet Survey Satellite (TESS),3.79275720,0.00018200,-0.00018200,0,,,,,9.663,0.390,-0.390,0,,,,,,,,,13.75,,,0,536,,,0,,3575.00,157.00,-157.00,0,0.58,0.02,-0.02,0,,,,,,,,,,4.67,0.01,-0.01,0
TOI-5344 b,TOI-5344,0,2023,Transiting Exoplanet Survey Satellite (TESS),3.79262200,0.00001000,-0.00001000,0,0.040000,0.000500,-0.000500,0,9.700,0.500,-0.500,0,135.00000,17.00000,-18.00000,0,0.060000,0.070000,-0.040000,0,35.00,3.00,-3.00,0,679,14,-14,0,,3770.00,88.00,-88.00,0,0.56,0.02,-0.02,0,0.59,0.02,-0.03,0,0.480,0.120,-0.120,0,[Fe/H],4.68,0.05,-0.05,0
TOI-5398 c,TOI-5398,1,2023,Transiting Exoplanet Survey Satellite (TESS),4.77271000,0.00016000,-0.00014000,0,0.057000,0.003000,-0.003000,0,3.520,0.190,-0.190,0,11.80000,4.80000,-4.70000,0,0.140000,,,1,,,,,1242,37,-37,0,G V,6000.00,75.00,-75.00,0,1.05,0.01,-0.01,0,1.15,0.01,-0.01,0,0.090,0.060,-0.060,0,[Fe/H],4.44,0.10,-0.10,0
TOI-5398 c,TOI-5398,0,2023,Transiting Exoplanet Survey Satellite (TESS),4.77289970,0.00091180,-0.00091180,0,,,,,3.302,0.173,-0.173,0,,,,,,,,,370.60,,,0,1222,,,0,,6017.10,99.50,-99.50,0,1.05,0.04,-0.04,0,,,,,,,,,,4.44,0.07,-0.07,0
TOI-5678 b,TOI-5678,1,2023,Transiting Exoplanet Survey Satellite (TESS),47.73022000,0.00014000,-0.00013000,0,0.249000,0.005000,-0.005000,0,4.910,0.080,-0.080,0,20.00000,4.00000,-4.00000,0,0.140000,0.070000,-0.070000,0,,,,,513,8,-7,0,G7 V,5485.00,63.00,-63.00,0,0.94,0.01,-0.01,0,0.91,0.04,-0.04,0,0.000,0.010,-0.010,0,[Fe/H],4.34,0.11,-0.11,0
TOI-5678 b,TOI-5678,0,2023,Transiting Exoplanet Survey Satellite (TESS),119.33552640,0.00673920,-0.00673920,0,,,,,5.115,0.335,-0.335,0,,,,,,,,,3.84,,,0,389,,,0,,5516.00,130.70,-130.70,0,0.94,0.05,-0.05,0,,,,,,,,,,4.48,0.08,-0.08,0
TOI-5704 b,TOI-5704,1,2023,Transiting Exoplanet Survey Satellite (TESS),3.77111600,0.00001150,-0.00001070,0,,,,,3.227,0.187,-0.140,0,,,,,,,,,,,,,949,,,0,,4590.00,126.00,-126.00,0,0.76,0.06,-0.06,0,0.73,0.08,-0.08,0,0.428,0.100,-0.100,0,[Fe/H],4.54,0.10,-0.10,0
TOI-5704 b,TOI-5704,0,2023,Transiting Exoplanet Survey Satellite (TESS),3.77110663,0.00001193,-0.00001193,0,,,,,3.341,0.445,-0.445,0,,,,,,,,,125.06,,,0,853,,,0,,4590.00,126.01,-126.01,0,0.76,0.06,-0.06,0,,,,,,,,,,4.54,0.10,-0.10,0
TOI-5803 b,TOI-5803,1,2023,Transiting Exoplanet Survey Satellite (TESS),5.38305000,0.00020700,-0.00020000,0,,,,,3.273,0.125,-0.119,0,,,,,,,,,,,,,679,,,0,,5134.00,121.00,-121.00,0,0.76,0.05,-0.05,0,0.87,0.10,-0.10,0,,,,,,4.61,0.09,-0.09,0
TOI-5803 b,TOI-5803,0,2023,Transiting Exoplanet Survey Satellite (TESS),5.38343880,0.00089550,-0.00089550,0,,,,,3.274,0.259,-0.259,0,,,,,,,,,26.78,,,0,633,,,0,,5134.00,121.20,-121.20,0,0.76,0.05,-0.05,0,,,,,,,,,,4.61,0.08,-0.08,0
TOI-615 b,TOI-615,0,2023,Transiting Exoplanet Survey Satellite (TESS),4.66160790,0.00000550,-0.00000550,0,,,,,19.154,0.670,-0.670,0,,,,,,,,,1329.63,,,0,1682,,,0,,7437.00,135.90,-135.90,0,1.70,0.06,-0.06,0,,,,,,,,,,4.21,0.08,-0.08,0
TOI-615 b,TOI-615,1,2023,Transiting Exoplanet Survey Satellite (TESS),4.66159830,0.00000250,-0.00000160,0,0.067800,0.003100,-0.002600,0,18.977,0.583,-0.639,0,138.25536,27.33324,-26.06193,0,0.390000,,,1,1286.00,96.00,-154.00,0,1666,24,-24,0,F2 V,6850.00,100.00,-100.00,0,1.73,0.06,-0.06,0,1.45,0.09,-0.09,0,-0.100,0.070,-0.070,0,[Fe/H],4.20,0.20,-0.20,0
TOI-622 b,TOI-622,0,2023,Transiting Exoplanet Survey Satellite (TESS),6.40252947,0.00000142,-0.00000142,0,,,,,9.300,0.386,-0.386,0,,,,,,,,,623.03,,,0,1274,,,0,,7056.00,206.00,-206.00,0,1.41,0.06,-0.06,0,,,,,,,,,,4.33,0.33,-0.33,0
TOI-622 b,TOI-622,1,2023,Transiting Exoplanet Survey Satellite (TESS),6.40251300,0.00003100,-0.00005400,0,0.070800,0.005200,-0.005900,0,9.236,0.314,-0.325,0,96.30201,21.93016,-22.88365,0,0.420000,,,1,602.00,103.00,-118.00,0,1388,22,-22,0,F6 V,6400.00,100.00,-100.00,0,1.42,0.05,-0.05,0,1.31,0.08,-0.08,0,0.090,0.070,-0.070,0,[Fe/H],4.20,0.20,-0.20,0
TOI-672 b,TOI-672,1,2023,Transiting Exoplanet Survey Satellite (TESS),3.63357500,0.00000100,-0.00000100,0,,,,,5.260,0.083,-0.099,0,,,,,,,,,,,,,676,,,0,,3765.00,65.00,-65.00,0,0.54,0.02,-0.02,0,0.54,0.02,-0.02,0,-0.710,0.625,-0.625,0,[Fe/H],4.70,0.01,-0.01,0
TOI-672 b,TOI-672,0,2023,Transiting Exoplanet Survey Satellite (TESS),3.63357354,0.00000327,-0.00000327,0,,,,,5.092,0.234,-0.234,0,,,,,,,,,33.47,,,0,613,,,0,,3765.00,65.00,-65.00,0,0.54,0.02,-0.02,0,,,,,,,,,,4.75,0.34,-0.34,0
TOI-700 e,TOI-700,0,2023,Transiting Exoplanet Survey Satellite (TESS),27.80968976,0.00015414,-0.00015414,0,,,,,0.949,0.313,-0.313,0,,,,,,,,,1.31,,,0,273,,,0,,3482.00,,,0,0.42,0.01,-0.01,0,,,,,,,,,,4.44,,,0
TOI-700 e,TOI-700,1,2023,Transiting Exoplanet Survey Satellite (TESS),27.80978000,0.00046000,-0.00040000,0,0.134000,0.002200,-0.002200,0,0.953,0.089,-0.075,0,,,,,0.059000,0.057000,-0.042000,0,1.27,0.13,-0.15,0,,,,,M2.5 V,3459.00,65.00,-65.00,0,0.42,0.02,-0.01,0,0.41,0.02,-0.02,0,-0.070,0.110,-0.110,0,[Fe/H],4.81,0.03,-0.04,0
TOI-715 b,TOI-715,0,2023,Transiting Exoplanet Survey Satellite (TESS),19.28797174,0.00005552,-0.00005552,0,,,,,1.595,0.250,-0.250,0,,,,,,,,,0.72,,,0,235,,,0,,3075.00,,,0,0.23,0.01,-0.01,0,,,,,,,,,,4.44,,,0
TOI-715 b,TOI-715,1,2023,Transiting Exoplanet Survey Satellite (TESS),19.28800400,0.00002700,-0.00002400,0,0.083000,0.002700,-0.002700,0,1.550,0.064,-0.064,0,,,,,,,,,0.67,0.15,-0.20,0,234,12,-12,0,M4,3075.00,75.00,-75.00,0,0.24,0.01,-0.01,0,0.23,0.01,-0.01,0,-0.250,0.250,-0.250,0,[Fe/H],5.00,0.20,-0.20,0
TOI-733 b,TOI-733,1,2023,Transiting Exoplanet Survey Satellite (TESS),4.88476500,0.00001900,-0.00002400,0,0.061800,0.003600,-0.003900,0,1.992,0.085,-0.090,0,5.72000,0.70000,-0.68000,0,0.046000,0.056000,-0.033000,0,207.10,29.90,-23.50,0,1056,36,-31,0,G,5585.00,60.00,-60.00,0,0.95,0.01,-0.01,0,0.96,0.05,-0.03,0,-0.040,0.050,-0.050,0,[Fe/H],4.47,0.05,-0.05,0
TOI-733 b,TOI-733,0,2023,Transiting Exoplanet Survey Satellite (TESS),4.88479370,0.00001430,-0.00001430,0,,,,,1.948,0.125,-0.125,0,,,,,,,,,223.09,,,0,1076,,,0,,5969.00,192.00,-192.00,0,0.94,0.05,-0.05,0,,,,,,,,,,4.52,0.28,-0.28,0
TOI-778 b,TOI-778,1,2023,Transiting Exoplanet Survey Satellite (TESS),4.63361100,0.00000100,-0.00000100,0,0.060000,0.003000,-0.003000,0,15.400,0.500,-0.500,0,878.00000,77.00000,-72.00000,0,0.210000,0.040000,-0.040000,0,,,,,1561,33,-32,0,F3 V,6643.00,150.00,-150.00,0,1.71,0.05,-0.05,0,1.40,0.05,-0.05,0,0.000,0.080,-0.080,0,[m/H],4.05,0.17,-0.17,0
TOI-778 b,TOI-778,0,2023,Transiting Exoplanet Survey Satellite (TESS),4.63361550,0.00000160,-0.00000160,0,,,,,15.245,0.625,-0.625,0,,,,,,,,,734.67,,,0,1450,,,0,,6780.00,202.00,-202.00,0,1.68,0.07,-0.07,0,,,,,,,,,,4.08,0.65,-0.65,0
TOI-784 b,HD 307842,1,2023,Transiting Exoplanet Survey Satellite (TESS),2.79703650,0.00000310,-0.00000300,0,0.038000,0.001000,-0.001000,0,1.930,0.110,-0.090,0,9.67000,0.83000,-0.82000,0,0.000000,,,0,,,,,,,,,G,5558.00,100.00,-100.00,0,0.91,0.02,-0.02,0,0.91,0.10,-0.10,0,-0.130,0.080,-0.080,0,[Fe/H],4.48,0.10,-0.10,0
TOI-784 b,HD 307842,0,2023,Transiting Exoplanet Survey Satellite (TESS),2.79703160,0.00000640,-0.00000640,0,,,,,1.843,0.117,-0.117,0,,,,,,,,,413.89,,,0,1256,,,0,,5849.00,190.00,-190.00,0,0.90,0.05,-0.05,0,,,,,,,,,,4.53,0.26,-0.26,0
TOI-836 b,TOI-836,0,2023,Transiting Exoplanet Survey Satellite (TESS),3.81672620,0.00001330,-0.00001330,0,,,,,1.693,0.158,-0.158,0,,,,,,,,,40.91,,,0,704,,,0,,4476.00,175.00,-175.00,0,0.69,0.06,-0.06,0,,,,,,,,,,4.58,0.34,-0.34,0
TOI-836 b,TOI-836,1,2023,Transiting Exoplanet Survey Satellite (TESS),3.81673000,0.00001000,-0.00001000,0,0.042200,0.000930,-0.000930,0,1.704,0.067,-0.067,0,4.53000,0.92000,-0.86000,0,0.053000,0.042000,-0.042000,0,78.84,0.01,-0.01,0,871,36,-36,0,K V,4552.00,154.00,-154.00,0,0.67,0.01,-0.01,0,0.68,0.05,-0.04,0,-0.284,0.067,-0.067,0,[Fe/H],4.74,0.10,-0.10,0
